filename,fold,chroma_stft_mean,chroma_stft_variance,rmse_mean,rmse_variance,spectral_centroid_mean,spectral_centroid_variance,spectral_bandwidth_mean,spectral_bandwidth_variance,spectral_rolloff_mean,spectral_rolloff_variance,zero_crossing_rate_mean,zero_crossing_rate_variance,MFCC_1_mean,MFCC_1_variance,MFCC_2_mean,MFCC_2_variance,MFCC_3_mean,MFCC_3_variance,MFCC_4_mean,MFCC_4_variance,MFCC_5_mean,MFCC_5_variance,MFCC_6_mean,MFCC_6_variance,MFCC_7_mean,MFCC_7_variance,MFCC_8_mean,MFCC_8_variance,MFCC_9_mean,MFCC_9_variance,MFCC_10_mean,MFCC_10_variance,MFCC_11_mean,MFCC_11_variance,MFCC_12_mean,MFCC_12_variance,MFCC_13_mean,MFCC_13_variance,MFCC_14_mean,MFCC_14_variance,MFCC_15_mean,MFCC_15_variance,MFCC_16_mean,MFCC_16_variance,MFCC_17_mean,MFCC_17_variance,MFCC_18_mean,MFCC_18_variance,MFCC_19_mean,MFCC_19_variance,MFCC_20_mean,MFCC_20_variance,class_ID
154758-5-0-0,4,0.51924735,0.061688934,0.015483084,2.01E-06,2494.896311,12233.05939,2630.378761,6485.813199,5608.652598,141574.2603,0.123267025,0.000183242,-234.625,-234.625,95.40848,95.40848,-11.924646,-11.924646,0.7332761,0.7332761,-1.7746713,-1.7746713,6.3649874,6.3649874,-2.3262835,-2.3262835,4.6267753,4.6267753,-15.146385,-15.146385,-5.7700367,-5.7700367,-2.151832,-2.151832,1.6684328,1.6684328,-5.9622126,-5.9622126,12.2449255,12.2449255,2.629452,2.629452,4.3672523,4.3672523,7.4701924,7.4701924,3.2899396,3.2899396,-2.9296405,-2.9296405,0.33197483,0.33197483,5
154758-5-0-1,4,0.52894163,0.05943603,0.015613757,2.05E-06,2474.732468,10466.31413,2626.050168,4370.69186,5584.754476,111400.5486,0.123046875,0.000145675,-233.86884,-233.86884,96.25256,96.25256,-10.868922,-10.868922,1.4726444,1.4726444,-1.1337792,-1.1337792,7.713638,7.713638,-1.5824823,-1.5824823,5.153998,5.153998,-15.2956505,-15.2956505,-4.8728056,-4.8728056,-2.0959835,-2.0959835,2.36197,2.36197,-5.0941486,-5.0941486,12.244674,12.244674,1.3678622,1.3678622,4.69639,4.69639,6.622208,6.622208,2.5440364,2.5440364,-3.9128962,-3.9128962,0.70296633,0.70296633,5
154758-5-0-10,4,0.4566306,0.06507924,0.015900899,8.72E-07,2540.430144,12972.28579,2664.514606,4071.511199,5767.226591,93557.84489,0.124949196,0.00012642,-230.71376,-230.71376,94.063095,94.063095,-10.272431,-10.272431,-0.37774777,-0.37774777,-3.648683,-3.648683,6.1361203,6.1361203,-5.81631,-5.81631,-0.055083565,-0.055083565,-16.249964,-16.249964,-7.023567,-7.023567,-5.35053,-5.35053,1.0990998,1.0990998,-2.3845055,-2.3845055,12.321472,12.321472,-0.676459,-0.676459,2.020612,2.020612,3.9275658,3.9275658,0.037906602,0.037906602,-1.2167926,-1.2167926,3.220728,3.220728,5
154758-5-0-11,4,0.5111938,0.062454633,0.016153786,6.94E-07,2518.323917,14361.46672,2654.164148,4254.94088,5715.509562,116902.941,0.122442874,0.000114418,-229.23105,-229.23105,95.06168,95.06168,-10.65456,-10.65456,-0.6396978,-0.6396978,-2.8796277,-2.8796277,5.949545,5.949545,-5.779707,-5.779707,-0.19602129,-0.19602129,-16.821726,-16.821726,-5.9881725,-5.9881725,-4.901468,-4.901468,1.0702945,1.0702945,-3.6534414,-3.6534414,12.79289,12.79289,-1.4532744,-1.4532744,1.3532828,1.3532828,3.7590516,3.7590516,0.34447578,0.34447578,-0.61388046,-0.61388046,4.252067,4.252067,5
154758-5-0-12,4,0.5286991,0.059077416,0.016059846,6.28E-07,2580.596608,17336.02872,2694.842516,4670.055755,5890.140106,123902.7733,0.125084673,0.00013999,-227.31862,-227.31862,93.57492,93.57492,-9.234517,-9.234517,-0.5893415,-0.5893415,-2.101295,-2.101295,7.2295513,7.2295513,-5.219775,-5.219775,0.8672921,0.8672921,-15.644142,-15.644142,-5.8796487,-5.8796487,-4.853157,-4.853157,1.8393282,1.8393282,-5.5894904,-5.5894904,12.618855,12.618855,-2.7718441,-2.7718441,0.8255913,0.8255913,1.9025207,1.9025207,-0.7395177,-0.7395177,0.25193173,0.25193173,5.007548,5.007548,5
154758-5-0-13,4,0.51692957,0.062170524,0.015917778,7.73E-07,2650.615921,14682.51693,2724.164601,2929.205664,6022.451059,76721.46477,0.130181991,0.000165789,-226.13692,-226.13692,90.987335,90.987335,-9.427117,-9.427117,-0.75804454,-0.75804454,-1.7656511,-1.7656511,8.907142,8.907142,-4.4516807,-4.4516807,2.7753453,2.7753453,-14.074497,-14.074497,-6.966822,-6.966822,-5.4706564,-5.4706564,1.0359896,1.0359896,-6.0597954,-6.0597954,12.226653,12.226653,-2.955125,-2.955125,1.6867698,1.6867698,-0.13386364,-0.13386364,-1.9952767,-1.9952767,0.46995455,0.46995455,4.260032,4.260032,5
154758-5-0-14,4,0.5055455,0.06693247,0.015544866,6.37E-07,2699.380154,12453.87354,2729.089146,3752.021443,6092.278382,94823.72421,0.135445832,0.000138257,-226.61774,-226.61774,88.43136,88.43136,-11.258368,-11.258368,-1.2479075,-1.2479075,-1.7689195,-1.7689195,9.811568,9.811568,-3.5069041,-3.5069041,5.215116,5.215116,-13.948777,-13.948777,-8.8867855,-8.8867855,-6.288735,-6.288735,-0.7924724,-0.7924724,-4.9603257,-4.9603257,11.795309,11.795309,-2.1026847,-2.1026847,1.3869624,1.3869624,-1.8412495,-1.8412495,-3.0510528,-3.0510528,-0.70115846,-0.70115846,2.5674188,2.5674188,5
154758-5-0-15,4,0.50831413,0.06600337,0.015143248,6.96E-07,2765.979865,16946.64316,2768.739326,4834.07443,6307.921587,133066.7475,0.138604137,0.000134684,-228.05305,-228.05305,86.17513,86.17513,-9.405691,-9.405691,-0.6944801,-0.6944801,-1.4889871,-1.4889871,10.524758,10.524758,-3.846137,-3.846137,6.1424575,6.1424575,-14.030127,-14.030127,-8.528165,-8.528165,-7.248901,-7.248901,-1.4618101,-1.4618101,-5.3904366,-5.3904366,9.844692,9.844692,-2.2491264,-2.2491264,0.04628994,0.04628994,-1.483264,-1.483264,-2.5105329,-2.5105329,-0.46108165,-0.46108165,2.937755,2.937755,5
154758-5-0-16,4,0.50741434,0.062235124,0.014767357,5.13E-07,2800.631954,15590.17851,2789.80445,3677.26113,6401.460328,112344.6151,0.138911782,0.000169251,-229.91005,-229.91005,84.96557,84.96557,-7.9540806,-7.9540806,0.49730444,0.49730444,-1.6247903,-1.6247903,9.840502,9.840502,-4.6967416,-4.6967416,5.612513,5.612513,-14.605663,-14.605663,-8.094517,-8.094517,-6.4285502,-6.4285502,-0.8175529,-0.8175529,-6.374496,-6.374496,8.904244,8.904244,-2.1675906,-2.1675906,-0.013810615,-0.013810615,-0.9302501,-0.9302501,-1.2851548,-1.2851548,0.67246747,0.67246747,3.6118362,3.6118362,5
154758-5-0-17,4,0.51052827,0.061021212,0.014616288,5.03E-07,2771.416585,15870.39525,2778.117701,3521.125937,6308.481699,107544.7901,0.140783056,0.000178042,-230.82976,-230.82976,86.36943,86.36943,-8.3323555,-8.3323555,0.17193396,0.17193396,-1.9714822,-1.9714822,8.776126,8.776126,-4.039412,-4.039412,5.7388787,5.7388787,-14.798499,-14.798499,-7.7670336,-7.7670336,-3.4596374,-3.4596374,1.1260155,1.1260155,-5.4337864,-5.4337864,10.149366,10.149366,-2.0278938,-2.0278938,0.7559015,0.7559015,-0.14637278,-0.14637278,-1.1149989,-1.1149989,0.3443816,0.3443816,2.920406,2.920406,5
154758-5-0-18,4,0.5196852,0.060052965,0.014833275,5.86E-07,2728.970848,17341.86888,2760.040336,3777.762512,6200.193337,104758.7199,0.138378342,0.000158742,-229.68791,-229.68791,88.42491,88.42491,-8.1941395,-8.1941395,0.32789844,0.32789844,-2.2881672,-2.2881672,8.325722,8.325722,-4.2749615,-4.2749615,5.329074,5.329074,-14.138275,-14.138275,-5.752187,-5.752187,-1.9247329,-1.9247329,2.173772,2.173772,-4.472765,-4.472765,11.707619,11.707619,-3.0774765,-3.0774765,0.8333183,0.8333183,0.1846812,0.1846812,-1.8348819,-1.8348819,0.15951833,0.15951833,3.8063738,3.8063738,5
154758-5-0-19,4,0.53028786,0.058578078,0.014937743,5.47E-07,2724.43832,15512.94975,2750.992527,3035.460453,6180.46494,84242.61623,0.137458228,0.000153521,-228.54095,-228.54095,88.67532,88.67532,-7.793907,-7.793907,1.6416432,1.6416432,-2.5907836,-2.5907836,8.301428,8.301428,-5.5115304,-5.5115304,5.410683,5.410683,-13.653981,-13.653981,-4.1024084,-4.1024084,-1.658897,-1.658897,3.2995203,3.2995203,-4.1855054,-4.1855054,12.125273,12.125273,-3.3879712,-3.3879712,1.5654831,1.5654831,-0.6834005,-0.6834005,-2.0361104,-2.0361104,0.21385676,0.21385676,5.0992603,5.0992603,5
154758-5-0-2,4,0.52113795,0.059829343,0.015745133,2.00E-06,2473.838146,10966.42349,2641.090823,5026.146003,5600.562088,116581.3528,0.122854949,0.00011065,-232.8745,-232.8745,96.648575,96.648575,-10.542761,-10.542761,0.75293607,0.75293607,-0.23568156,-0.23568156,7.646627,7.646627,-1.63291,-1.63291,3.3839333,3.3839333,-15.800796,-15.800796,-6.0101275,-6.0101275,-3.1889582,-3.1889582,2.958959,2.958959,-3.1817222,-3.1817222,12.49928,12.49928,1.4155916,1.4155916,3.9713898,3.9713898,5.8850293,5.8850293,0.817333,0.817333,-3.8913956,-3.8913956,1.0112808,1.0112808,5
154758-5-0-20,4,0.52752566,0.058051832,0.014776015,5.07E-07,2762.462198,14146.11176,2776.489473,3108.067498,6314.269526,103918.3843,0.141937432,0.000188465,-228.68948,-228.68948,87.65116,87.65116,-7.3613734,-7.3613734,1.1360776,1.1360776,-2.0098379,-2.0098379,8.181463,8.181463,-4.8895974,-4.8895974,6.125596,6.125596,-13.457976,-13.457976,-4.047821,-4.047821,-1.7452357,-1.7452357,3.1579864,3.1579864,-3.937381,-3.937381,11.22011,11.22011,-3.503324,-3.503324,1.975433,1.975433,-0.47943833,-0.47943833,-2.2082055,-2.2082055,-0.14849362,-0.14849362,4.21973,4.21973,5
154758-5-0-21,4,0.5111259,0.058517013,0.014871603,4.07E-07,2762.706304,15085.69675,2788.951069,3120.992851,6347.814024,112522.5479,0.139264586,0.000212098,-228.52344,-228.52344,87.80689,87.80689,-7.2712064,-7.2712064,-0.019033024,-0.019033024,-1.8021833,-1.8021833,7.427973,7.427973,-4.5020003,-4.5020003,5.5627966,5.5627966,-13.192504,-13.192504,-4.4971786,-4.4971786,-2.1718972,-2.1718972,2.572091,2.572091,-3.7478478,-3.7478478,10.674761,10.674761,-3.6290283,-3.6290283,0.9664821,0.9664821,-0.031578615,-0.031578615,-2.3446715,-2.3446715,-0.004773879,-0.004773879,3.989929,3.989929,5
154758-5-0-3,4,0.48793107,0.064362936,0.015616745,1.06E-06,2503.804594,9557.487735,2662.978483,5355.738604,5734.553378,120768.6226,0.12391054,0.000126509,-233.3903,-233.3903,95.86545,95.86545,-9.942441,-9.942441,-0.15583374,-0.15583374,-0.3170624,-0.3170624,7.0234303,7.0234303,-3.3733916,-3.3733916,2.061425,2.061425,-17.07102,-17.07102,-7.888264,-7.888264,-5.7373366,-5.7373366,2.4929779,2.4929779,-2.6687193,-2.6687193,13.188738,13.188738,0.5849392,0.5849392,1.5471816,1.5471816,4.0656886,4.0656886,-1.020245,-1.020245,-3.5532658,-3.5532658,1.275269,1.275269,5
154758-5-0-4,4,0.4545044,0.06516163,0.015175593,5.54E-07,2550.391746,7517.734306,2686.678818,3550.24963,5876.448474,73303.68278,0.125558842,0.000133737,-234.91904,-234.91904,94.2009,94.2009,-9.029647,-9.029647,-0.104430296,-0.104430296,-1.3847771,-1.3847771,6.690383,6.690383,-4.688811,-4.688811,2.5424836,2.5424836,-17.115877,-17.115877,-9.142732,-9.142732,-7.4296365,-7.4296365,1.550676,1.550676,-3.2469313,-3.2469313,13.396084,13.396084,-0.9048171,-0.9048171,0.5924426,0.5924426,2.2377017,2.2377017,-1.9023181,-1.9023181,-4.2727504,-4.2727504,2.3161292,2.3161292,5
154758-5-0-5,4,0.46988246,0.06443487,0.014582967,7.87E-07,2576.252579,7861.162784,2696.095623,3490.229967,5883.16982,71929.41704,0.126826115,0.000134641,-237.27515,-237.27515,93.172966,93.172966,-9.238765,-9.238765,0.19033593,0.19033593,-1.3797603,-1.3797603,6.8368063,6.8368063,-4.4196806,-4.4196806,3.0687199,3.0687199,-15.411294,-15.411294,-8.84746,-8.84746,-6.0095787,-6.0095787,1.2937831,1.2937831,-3.5214,-3.5214,13.200867,13.200867,-0.35448885,-0.35448885,2.2030218,2.2030218,2.8426445,2.8426445,-2.023664,-2.023664,-4.681757,-4.681757,3.0043945,3.0043945,5
154758-5-0-6,4,0.46230182,0.065611966,0.014226318,1.11E-06,2583.525181,9978.484072,2697.449895,3615.85592,5903.582799,74934.9712,0.128031295,0.000146445,-239.4295,-239.4295,92.819496,92.819496,-8.947033,-8.947033,0.4136838,0.4136838,-1.4580872,-1.4580872,6.7462716,6.7462716,-4.310752,-4.310752,3.604139,3.604139,-14.671922,-14.671922,-7.615786,-7.615786,-4.700055,-4.700055,1.5520214,1.5520214,-2.4122057,-2.4122057,13.552987,13.552987,0.9253244,0.9253244,3.3464906,3.3464906,3.644343,3.644343,-2.3683574,-2.3683574,-4.911021,-4.911021,2.128318,2.128318,5
154758-5-0-7,4,0.45753828,0.063534096,0.014666485,1.45E-06,2583.148692,10956.80787,2688.750445,3473.315499,5898.29285,72362.13386,0.129134867,0.000168636,-236.31764,-236.31764,92.72617,92.72617,-9.693297,-9.693297,0.26552844,0.26552844,-1.8363439,-1.8363439,7.031422,7.031422,-5.000976,-5.000976,2.509026,2.509026,-15.272946,-15.272946,-6.853177,-6.853177,-5.0461636,-5.0461636,1.210186,1.210186,-1.2905436,-1.2905436,13.511414,13.511414,0.7420636,0.7420636,3.1566296,3.1566296,3.8613448,3.8613448,-1.8172872,-1.8172872,-3.978996,-3.978996,1.4212615,1.4212615,5
154758-5-0-8,4,0.46852002,0.06295646,0.015239696,8.81E-07,2601.633983,11643.02291,2690.580289,3744.043555,5932.833104,81636.09791,0.13020457,0.000156376,-231.99051,-231.99051,92.00387,92.00387,-9.959222,-9.959222,0.20410064,0.20410064,-2.489166,-2.489166,7.4597535,7.4597535,-5.8193355,-5.8193355,1.3984122,1.3984122,-16.16478,-16.16478,-6.8647795,-6.8647795,-5.9611254,-5.9611254,0.113181606,0.113181606,-1.8923361,-1.8923361,13.286754,13.286754,-0.3946513,-0.3946513,2.0431395,2.0431395,3.6749723,3.6749723,-1.7098719,-1.7098719,-3.4517703,-3.4517703,1.8551371,1.8551371,5
154758-5-0-9,4,0.44893616,0.06479509,0.015404056,7.36E-07,2601.03016,12503.84179,2691.975693,4082.66906,5931.277236,85761.90845,0.129281634,0.000154755,-231.6828,-231.6828,91.935036,91.935036,-9.544628,-9.544628,0.32339305,0.32339305,-3.5148807,-3.5148807,6.8678374,6.8678374,-5.9028883,-5.9028883,1.0801167,1.0801167,-16.318779,-16.318779,-7.6958165,-7.6958165,-5.974246,-5.974246,0.25425774,0.25425774,-2.1396418,-2.1396418,12.832613,12.832613,-0.74106705,-0.74106705,1.3958701,1.3958701,3.0438113,3.0438113,-1.0831995,-1.0831995,-2.662153,-2.662153,2.3204687,2.3204687,5
15544-5-0-0,10,0.5847078,0.048416898,0.032840777,5.58E-06,2666.080338,38397.31826,2874.280249,9482.174022,6606.212462,366111.9881,0.105697367,0.000183327,-184.54906,-184.54906,86.652885,86.652885,-7.6401143,-7.6401143,-2.2059588,-2.2059588,-0.3362969,-0.3362969,-0.3336504,-0.3336504,5.8436847,5.8436847,12.524858,12.524858,8.824129,8.824129,21.205816,21.205816,-0.66210335,-0.66210335,19.978693,19.978693,-4.0360303,-4.0360303,5.946069,5.946069,4.9627953,4.9627953,6.711755,6.711755,3.3212779,3.3212779,8.45519,8.45519,0.63024455,0.63024455,7.938974,7.938974,5
15544-5-0-1,10,0.5724946,0.047278572,0.034635287,6.61E-06,2589.70833,32066.17247,2825.51056,9434.60644,6302.3827,432195.6186,0.104396225,0.000186123,-177.76756,-177.76756,89.39983,89.39983,-8.768276,-8.768276,-1.2399883,-1.2399883,0.082107,0.082107,0.24410345,0.24410345,7.098314,7.098314,12.538157,12.538157,8.650206,8.650206,19.238865,19.238865,-1.3875705,-1.3875705,19.189322,19.189322,-3.7085278,-3.7085278,6.6541414,6.6541414,4.6529303,4.6529303,5.7368293,5.7368293,2.1517487,2.1517487,8.035185,8.035185,1.7328557,1.7328557,10.110816,10.110816,5
15544-5-0-10,10,0.61647695,0.044675205,0.034706652,2.45E-05,2726.155288,63930.48321,2910.453296,9248.672319,6733.357936,368088.1424,0.090749752,0.000517908,-197.08566,-197.08566,79.621666,79.621666,-5.8161993,-5.8161993,2.5545576,2.5545576,-0.91879416,-0.91879416,-1.0794599,-1.0794599,4.9495597,4.9495597,11.675364,11.675364,10.51062,10.51062,22.691908,22.691908,1.743428,1.743428,24.72954,24.72954,-1.1375704,-1.1375704,5.3161273,5.3161273,3.9055882,3.9055882,7.3818903,7.3818903,5.5533414,5.5533414,9.315398,9.315398,2.7865107,2.7865107,9.539677,9.539677,5
15544-5-0-11,10,0.58414555,0.048703045,0.034892414,1.98E-05,2705.902582,55265.05025,2897.537764,8057.610634,6675.355203,318639.1547,0.087097521,0.000460482,-197.64378,-197.64378,79.70503,79.70503,-6.5428433,-6.5428433,2.4314735,2.4314735,-0.5826898,-0.5826898,-0.3595035,-0.3595035,3.826927,3.826927,11.234837,11.234837,10.936573,10.936573,23.93343,23.93343,2.531789,2.531789,24.16417,24.16417,-1.2892431,-1.2892431,4.769683,4.769683,3.6749444,3.6749444,7.423407,7.423407,5.6271315,5.6271315,9.487958,9.487958,2.9697502,2.9697502,9.545031,9.545031,5
15544-5-0-12,10,0.57582086,0.05086852,0.03443176,1.54E-05,2720.45224,50692.60249,2899.317141,7234.391245,6708.152886,304485.9194,0.09147794,0.000457553,-194.55948,-194.55948,79.95115,79.95115,-6.696985,-6.696985,1.7366046,1.7366046,-0.76542145,-0.76542145,0.21638572,0.21638572,3.441954,3.441954,10.632369,10.632369,11.586427,11.586427,23.207792,23.207792,1.6445267,1.6445267,23.734888,23.734888,-2.2727895,-2.2727895,4.9265285,4.9265285,3.7701726,3.7701726,7.578032,7.578032,4.7573757,4.7573757,8.735437,8.735437,3.6222925,3.6222925,9.799817,9.799817,5
15544-5-0-13,10,0.58931595,0.04757758,0.03379993,1.23E-05,2757.815456,47096.07782,2907.86704,7187.841442,6780.345127,290888.6526,0.095550714,0.000392546,-192.96225,-192.96225,79.282326,79.282326,-6.4524913,-6.4524913,1.8012724,1.8012724,-1.3222907,-1.3222907,0.06677124,0.06677124,3.1638832,3.1638832,10.635028,10.635028,11.354356,11.354356,22.172672,22.172672,0.6354745,0.6354745,24.20265,24.20265,-2.02006,-2.02006,5.6957827,5.6957827,4.1574535,4.1574535,7.848201,7.848201,4.2745047,4.2745047,7.996019,7.996019,3.597679,3.597679,9.980777,9.980777,5
15544-5-0-14,10,0.5968491,0.047221467,0.036218587,0.000118959,2729.28358,65486.34185,2905.736689,8301.851048,6729.125977,376339.7015,0.090825957,0.00038448,-191.7709,-191.7709,79.91031,79.91031,-5.426486,-5.426486,1.9264985,1.9264985,-1.6112609,-1.6112609,0.24930342,0.24930342,3.26567,3.26567,10.781497,10.781497,10.985862,10.985862,22.644182,22.644182,1.1612072,1.1612072,24.684916,24.684916,-1.2942722,-1.2942722,5.9079294,5.9079294,4.4675355,4.4675355,7.6868324,7.6868324,4.4143963,4.4143963,8.346436,8.346436,2.8974469,2.8974469,9.300781,9.300781,5
15544-5-0-15,10,0.5869504,0.047831416,0.03757901,0.000115544,2681.175237,61636.33273,2889.813654,9236.242614,6611.066768,391240.2701,0.087193484,0.000415022,-192.27898,-192.27898,80.85282,80.85282,-5.132944,-5.132944,2.4648693,2.4648693,-1.9388946,-1.9388946,0.47613308,0.47613308,4.1624155,4.1624155,11.15486,11.15486,11.128963,11.128963,23.183199,23.183199,2.1549926,2.1549926,24.64137,24.64137,-1.5251858,-1.5251858,5.043547,5.043547,4.621355,4.621355,7.372687,7.372687,4.734646,4.734646,8.399934,8.399934,2.818718,2.818718,9.311277,9.311277,5
15544-5-0-16,10,0.5612375,0.049757004,0.036136776,1.73E-05,2701.697782,41911.42207,2903.098311,9185.460694,6659.858765,271791.17,0.087249932,0.000415316,-194.78375,-194.78375,79.84411,79.84411,-4.6715136,-4.6715136,2.7077363,2.7077363,-1.8126314,-1.8126314,1.6586723,1.6586723,4.745376,4.745376,12.425791,12.425791,12.317816,12.317816,22.495377,22.495377,1.6698322,1.6698322,23.790834,23.790834,-2.6167605,-2.6167605,3.8501337,3.8501337,4.0753865,4.0753865,6.732426,6.732426,5.4154,5.4154,9.352265,9.352265,2.8905106,2.8905106,8.954634,8.954634,5
15544-5-0-17,10,0.5482703,0.055480227,0.03592219,2.00E-05,2732.708762,38758.4811,2927.643029,8491.010638,6756.384771,240580.3509,0.087825709,0.000428966,-193.96121,-193.96121,79.46774,79.46774,-2.7286897,-2.7286897,2.9094586,2.9094586,-2.0039923,-2.0039923,2.4715996,2.4715996,4.8302383,4.8302383,11.669996,11.669996,11.760268,11.760268,21.76077,21.76077,1.5327221,1.5327221,23.391647,23.391647,-3.840687,-3.840687,2.773976,2.773976,3.329637,3.329637,6.1528463,6.1528463,5.777517,5.777517,10.173613,10.173613,2.6687384,2.6687384,9.044736,9.044736,5
15544-5-0-18,10,0.5675536,0.053417552,0.03588919,2.50E-05,2712.984865,32565.83013,2929.875015,8044.44131,6756.073598,222861.503,0.086092734,0.000386811,-194.38268,-194.38268,80.75648,80.75648,-2.2053423,-2.2053423,2.0528128,2.0528128,-2.142714,-2.142714,2.149069,2.149069,4.781228,4.781228,11.079319,11.079319,11.025309,11.025309,22.016956,22.016956,2.1298306,2.1298306,23.62064,23.62064,-2.8224545,-2.8224545,3.4566634,3.4566634,3.5928578,3.5928578,6.62436,6.62436,5.213548,5.213548,9.636525,9.636525,2.171324,2.171324,9.284044,9.284044,5
15544-5-0-19,10,0.60347307,0.04734803,0.035046026,3.33E-05,2732.668453,42371.73244,2959.501821,9813.919129,6834.489309,248675.9767,0.083580767,0.000490352,-203.3879,-203.3879,78.287735,78.287735,-1.5936671,-1.5936671,4.4749923,4.4749923,0.3501669,0.3501669,0.85416573,0.85416573,5.269293,5.269293,12.376559,12.376559,10.805287,10.805287,22.529158,22.529158,3.8411639,3.8411639,23.95553,23.95553,-1.1659681,-1.1659681,4.1826344,4.1826344,3.4422164,3.4422164,6.40606,6.40606,3.6088521,3.6088521,10.234427,10.234427,3.3783376,3.3783376,9.422189,9.422189,5
15544-5-0-2,10,0.6086595,0.045623574,0.035321143,1.50E-05,2579.385967,35494.56309,2821.244193,10604.37955,6260.000875,464223.1548,0.102759212,0.000310769,-177.33035,-177.33035,89.60279,89.60279,-8.822847,-8.822847,-0.77973795,-0.77973795,0.3733894,0.3733894,0.5868863,0.5868863,7.6646748,7.6646748,12.680513,12.680513,7.898464,7.898464,18.401745,18.401745,-1.8743078,-1.8743078,19.159702,19.159702,-3.4249563,-3.4249563,7.1467414,7.1467414,5.017663,5.017663,5.69609,5.69609,2.0986557,2.0986557,7.366792,7.366792,1.1592901,1.1592901,9.981733,9.981733,5
15544-5-0-3,10,0.626452,0.042978726,0.037630204,2.05E-05,2544.45,33224.11914,2798.679521,11746.07496,6123.457963,490705.4227,0.102417698,0.00027564,-170.91563,-170.91563,90.81038,90.81038,-9.181227,-9.181227,-0.20924303,-0.20924303,0.5699835,0.5699835,1.136648,1.136648,7.9517617,7.9517617,11.886256,11.886256,6.348952,6.348952,17.661547,17.661547,-1.4608217,-1.4608217,20.699482,20.699482,-2.501016,-2.501016,6.980056,6.980056,4.2945924,4.2945924,5.165657,5.165657,1.8819591,1.8819591,7.5880494,7.5880494,1.7492385,1.7492385,9.38273,9.38273,5
15544-5-0-4,10,0.6107367,0.045843717,0.038214095,1.14E-05,2500.656214,23171.25297,2765.784534,8077.400306,5934.388971,448085.345,0.107794436,0.000155724,-166.07454,-166.07454,92.54069,92.54069,-9.627828,-9.627828,0.5204394,0.5204394,0.38430116,0.38430116,1.2612782,1.2612782,8.152698,8.152698,10.871532,10.871532,6.074997,6.074997,16.741035,16.741035,-1.7171167,-1.7171167,21.710453,21.710453,-1.9217745,-1.9217745,6.8007984,6.8007984,3.4725688,3.4725688,5.230955,5.230955,1.527832,1.527832,7.465178,7.465178,3.3431082,3.3431082,10.077742,10.077742,5
15544-5-0-5,10,0.6124002,0.04519892,0.036745276,1.28E-05,2540.44953,29949.90793,2813.569818,10406.16643,6162.914757,501365.3804,0.102090295,0.000278623,-175.01918,-175.01918,90.65919,90.65919,-8.051059,-8.051059,-1.0517181,-1.0517181,-0.4689025,-0.4689025,1.1605864,1.1605864,8.403927,8.403927,11.523764,11.523764,7.8580823,7.8580823,17.982813,17.982813,-1.5744431,-1.5744431,20.754736,20.754736,-2.3277063,-2.3277063,7.10207,7.10207,4.918147,4.918147,6.5330486,6.5330486,2.1872256,2.1872256,6.7559304,6.7559304,2.1056745,2.1056745,10.471959,10.471959,5
15544-5-0-6,10,0.619697,0.043555006,0.036726456,1.18E-05,2535.357726,30431.24402,2816.794852,11158.97301,6179.593654,459372.1963,0.098023167,0.000256514,-177.03432,-177.03432,90.831566,90.831566,-7.8128314,-7.8128314,-1.6942873,-1.6942873,-0.65406066,-0.65406066,1.4547409,1.4547409,8.657094,8.657094,12.369817,12.369817,8.070417,8.070417,18.065784,18.065784,-1.4689292,-1.4689292,19.908308,19.908308,-2.6506495,-2.6506495,7.4934287,7.4934287,5.1971836,5.1971836,5.983546,5.983546,1.7196299,1.7196299,6.6319447,6.6319447,1.9251639,1.9251639,10.7833,10.7833,5
15544-5-0-7,10,0.6113355,0.0462875,0.035863232,8.27E-06,2568.456117,34988.10746,2830.637564,11886.67453,6298.648618,489011.6138,0.100789153,0.000221299,-178.62218,-178.62218,89.62437,89.62437,-7.709027,-7.709027,-1.6448085,-1.6448085,-0.5904638,-0.5904638,1.3870543,1.3870543,7.7619596,7.7619596,12.446741,12.446741,7.951684,7.951684,18.753265,18.753265,-1.5027322,-1.5027322,20.181211,20.181211,-2.8642507,-2.8642507,7.400676,7.400676,4.7886486,4.7886486,6.179164,6.179164,1.9476013,1.9476013,7.459126,7.459126,2.5505235,2.5505235,10.274529,10.274529,5
15544-5-0-8,10,0.59826285,0.047992475,0.03566411,1.00E-05,2647.329936,28268.78196,2886.702435,8669.113623,6650.336858,296696.5054,0.097548997,0.000210602,-182.56409,-182.56409,86.3068,86.3068,-6.4592333,-6.4592333,-2.5092192,-2.5092192,-1.3262285,-1.3262285,1.0592562,1.0592562,7.020632,7.020632,12.87347,12.87347,8.860014,8.860014,21.118105,21.118105,-1.1358672,-1.1358672,20.635437,20.635437,-3.21167,-3.21167,7.083155,7.083155,4.9502087,4.9502087,7.4168906,7.4168906,2.8809204,2.8809204,7.9537,7.9537,1.6373684,1.6373684,9.155692,9.155692,5
